RowID;In which country do you work?;What type of organization do you work for?;Name of your organization:  (optional;Which role applies primarily to you?;Which other role applies to you?  (optional;At what political level?;At what other political level?  (optional;What is your gender identity?;What are your main fields of application?;In which other fields of applications do your work?  (optional;What is your age?;You are primarily...;What type of geospatial data do you primarily use?;What kind of other environmental data sets do you use?  (optiona;What other geospatial data sets do you use?  (optional;At what level of scale do you primarily work with geospatial data?;What level of scale you primarily work with geospatial data? (optional);How important are the following features of geospatial data to you?: Data is easy to find online.;How important are the following features of geospatial data to you?: Data has a clear and accessible license.;How important are the following features of geospatial data to you?: Data can be retrieved via domain-relevant community standards.;How important are the following features of geospatial data to you?: Data can be retrieved via open protocols.;How important are the following features of geospatial data to you?: Data is rich with understandable metadata.;How important are the following features of geospatial data to you?: Data is interoperable with other data sets.;How important are the following features of geospatial data to you?: Data can be easily integrated in existing workflows.;How important are the following features of geospatial data to you?: Source of data is well transparent and documented.;How important are the following features of geospatial data to you?: Data can be reproduced.;How important are the following features of geospatial data to you?: Data is open.;Other features that are very or extremely important to you?  (optional;How problematic do you find the following features of geospatial data?: Data are not open.;How problematic do you find the following features of geospatial data?: Data have poor / incomplete metadata.;How problematic do you find the following features of geospatial data?: Data are not available in the right formats.;How problematic do you find the following features of geospatial data?: Data need to be ordered.;How problematic do you find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to you? (optional;What is your favorite approach to finding geospatial data?;Which other approach you use to find geospatial data? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles for you?: Data must be easy and quick to find.;How important are the following FAIR principles for you?: Data must be easily accessible.;How important are the following FAIR principles for you?: Data must be easily integrated into existing applications.;How important are the following FAIR principles for you?: Data must be interoperable with other data sets.;How important are the following FAIR principles for you?: Data must be reproducible.;How important are the following FAIR principles for you?: Data must be reusable.;Have you already worked with FAIR data?;Which FAIR data sets have you worked with? (optional);For what specific reason(s) have you not used FAIR data before? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to use FAIR data? Select your top ;Any other barriers to use FAIR data? (optional);What do you think are the biggest barriers to use open data? Select your top ;Any other barriers to use open data? (optional);What type of geospatial data do you produce / provide?;What kind of other environmental data sets do you produce / provide?  (optiona;What other geospatial data sets do you produce / provide?  (optional;At what level of scale do you primarily produce / provide geospatial data?;At what level of scale you primarily produce / provide geospatial data? (optional);From your point of view: what are important features of geospatial data for the users?: Data is easy to find online.;From your point of view: what are important features of geospatial data for the users?: Data has a clear and accessible license.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via domain-relevant community standards.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via open protocols.;From your point of view: what are important features of geospatial data for the users?: Data is rich with understandable metadata.;From your point of view: what are important features of geospatial data for the users?: Data is interoperable with other data sets.;From your point of view: what are important features of geospatial data for the users?: Data can be easily integrated in existing workflows.;From your point of view: what are important features of geospatial data for the users?: Source of data is well transparent and documented.;From your point of view: what are important features of geospatial data for the users?: Data can be reproduced.;From your point of view: what are important features of geospatial data for the users?: Data is open.;Other features are extremely important to the users?  (optional;From your point of view: how problematic do users find the following features of geospatial data?: Data are not open.;From your point of view: how problematic do users find the following features of geospatial data?: Data have poor / incomplete metadata.;From your point of view: how problematic do users find the following features of geospatial data?: Data are not available in the right formats.;From your point of view: how problematic do users find the following features of geospatial data?: Data need to be ordered.;From your point of view: how problematic do users find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to users? (optional;How can users find the geospatial data you produce / provide?;Which other way do users find the geospatial data you produce / provide? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles to you?: Data must be easy and quick to find;How important are the following FAIR principles to you?: Data must be easily accessible;How important are the following FAIR principles to you?: Data must be easily integrated into existing applications;How important are the following FAIR principles to you?: Data must be interoperable with other data;How important are the following FAIR principles to you?: Data must be reproducible;How important are the following FAIR principles to you?: Dat must be reusable;Are you providing FAIR data?;What are the main barriers stopping you from providing FAIR data? (optional);Which FAIR data sets are you providing? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to produce more FAIR data? Select your top 3!;Any other barrier(s) to produce more FAIR data? (optional);What do you think are the biggest barriers to produce more open data? Select your top 3!;Any other barrier(s) to produce more open data? (optional)
48;Germany;Government / public administration;;Technician;;;;Man;Other;Landcover/Landuse;> 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Federal state / region;;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Extremely problematic;Extremely problematic;Extremely problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Not familiar;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Partially;;;I don't know;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Restrictive policies (e.g. restrict data sharing guidelines)";;"Economic disadvantage (e.g. costs to produce data are not covered); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
49;Germany;Company;;Other;Managing Director;;;Man;"Climate / carbon; Risk / hazards; Nature conservation / biodiversity";;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other geospatial data sets";;;Global;;Slightly important;Very important;Very important;Very important;Extremely important;Extremely important;No opinion;Extremely important;Extremely important;Very important;;Problematic;Very problematic;Problematic;Problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Familiar;Very important;Very important;Extremly important;Extremly important;Extremly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of guidelines how to use FAIR data.; Concerns about licensing.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Germany;Government / public administration;LANUV NRW;Scientist;;;;Man;Nature conservation / biodiversity;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Other environmental data / information";;;Federal state / region;;Extremely important;Extremely important;Extremely important;Slightly important;Slightly important;Very important;Important;Extremely important;Very important;Important;;Very problematic;Problematic;Extremely problematic;Slightly problematic;Slightly problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Extremly important;Extremly important;Important;Important;Very important;Very important;No;;;I don’t kn;Lack of knowledge about the benefits of FAIR data.;;Lack of continuity (e.g. no guaranteed continuation).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Slovenia;Company;;Technician;;;;Man;"Risk / hazards; Agriculture / land degradation";;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products";;;Global;;Extremely important;Important;Very important;Very important;Important;No opinion;Extremely important;Very important;Very important;Important;;Problematic;Problematic;Very problematic;Not problematic;Not problematic;;Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub);;Not familiar;Very important;Very important;Very important;Important;Very important;Very important;I don't know;;;I don't know;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Disagreement on data use (e.g. potential misuse)";;"Economic disadvantage (e.g. costs to produce data are not covered); Concerns regarding sensible data (e.g. potential misuse); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
52;Germany;Company;Maya;Other;Founder;;;Man;Climate / carbon;;20 - 30 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Very important;Very important;Important;Important;Extremely important;Very important;Very important;Extremely important;Extremely important;Very important;;Slightly problematic;Problematic;Slightly problematic;Problematic;Problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Very important;Very important;Extremly important;Important;Important;Very important;No;;Not aware;I don’t kn;I don’t kn;;"Concerns on metadata (e.g. uncomplete, too complex).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Germany;Company;Planet ;Other;PreSales;;;Man;"Climate / carbon; Risk / hazards; Agriculture / land degradation; Infrastructure / transportation; Water resources; Energy / mineral resources";;20 - 30 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Commercial Satellite-based remote sensing data & derived products;;;Global;;Important;Important;Important;Slightly important;Important;Slightly important;Slightly important;Important;Slightly important;Not important;;Slightly problematic;Slightly problematic;Problematic;Slightly problematic;Slightly problematic;;"On a website; Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through commercial data provider";;Not familiar;Extremely important;Extremely important;Very important;Slightly important;Very important;Extremely important;I don't know;;;I don't know;I don't know;;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Missing infrastructure (e.g. large data traffic overloads system)";
54;Germany;Company;;Scientist;;;;Woman;"Coastal marine areas; Water resources";;50 - 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;"Global; Federal state / region; Local";;Very important;Very important;Important;Important;Important;Very important;Very important;Very important;Slightly important;Very important;good understanding of the quality and limitations of the data;Problematic;Problematic;Very problematic;Problematic;Not problematic;data can not provide the information the user wants to see or does not have the quality that is required.;"On a website; Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Extremely important;Extremely important;Very important;Very important;Slightly important;Very important;I don't know;;;I don't know;"Lack of resources (e.g. personnel, time); I don't know";;"Economic disadvantage (e.g. costs to produce data are not covered); Disagreement on data use (e.g. use case is against ethical and moral principles of producer)";
55;Germany;Company;Orbica;Other;Business Owner;;;Man;"Agriculture / land degradation; Forestry; Nature conservation / biodiversity; Infrastructure / transportation; Water resources; Energy / mineral resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Data from IoT / smart sensors; Other environmental data / information";;;"Country; Federal state / region";;Extremely important;Extremely important;Slightly important;Very important;Very important;Important;Very important;Very important;Slightly important;Important;;Problematic;Very problematic;Problematic;Very problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider";;Familiar;Important;Very important;Very important;Important;Slightly important;Slightly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Concerns about licensing.; FAIR data is not necessarily open.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Germany;Government / public administration;Federal Nature Conservation Agency (Bundesamt für Naturschutz;Scientist;;;;Man;Nature conservation / biodiversity;;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Citizen science data; Other environmental data / information";Biodiversity Monitoring Data;;Country;;Extremely important;Extremely important;Very important;Extremely important;Extremely important;Extremely important;Very important;Extremely important;Very important;Very important;Date is provided via web infrastructures that are easy to use and methods as well as purpose of data production and suitability for application in specific domains are clearly documented;Problematic;Not problematic;Slightly problematic;Problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Very familiar;Very important;Very important;Extremly important;Very important;Important;Very important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Missing technical solutions (e.g. missing tools to read data).";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Germany;University;Hochschule Anhalt;Scientist;;;;Non-binary / non-conforming;"Agriculture / land degradation; Forestry; Nature conservation / biodiversity";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Federal state / region; Local";;Important;Extremely important;Important;Extremely important;Extremely important;Slightly important;Slightly important;Extremely important;Extremely important;Extremely important;;Problematic;Slightly problematic;Problematic;Problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Very important;Extremly important;Slightly important;Important;Very important;Very important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Concerns about licensing.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Netherlands;Research institute;World Resources Institute;Scientist;;;;Woman;"Forestry; Nature conservation / biodiversity";;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other environmental data / information; Other geospatial data sets";Statistics derived from the geospatial data at different scales.;Maps of protected areas, and other similar more inventory derived datasets.;Global;;Very important;Important;Very important;Extremely important;Extremely important;Important;Important;Extremely important;Slightly important;Extremely important;Data can be used by technical and non technical users, good documentation of use cases / examples of use, interpretation of data and explanation of caveats, for some datasets, offline / online/ mobile use etc.;Extremely problematic;Very problematic;Problematic;Problematic;Not problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Familiar;Important;Important;Extremely important;Very important;Slightly important;Extremely important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";Lack of knowledge from data providers;"Economic disadvantage (e.g. costs to produce data are not covered); Concerns regarding sensible data (e.g. potential misuse); Missing infrastructure (e.g. large data traffic overloads system)";Open data opens the door for criticism of datasets?
59;Germany;Government / public administration;LfULG;Other;EO-Coordinator;;;Man;"Climate / carbon; Risk / hazards; Agriculture / land degradation; Nature conservation / biodiversity; Water resources; Energy / mineral resources";;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Other environmental data / information; Other geospatial data sets";;;Federal state / region;;Extremely important;Extremely important;Important;Slightly important;Very important;Important;Very important;Extremely important;Extremely important;Extremely important;Provide Easy-to-Use EO-products for non-remote-sensing users from other departments;Extremely problematic;Problematic;Slightly problematic;Problematic;Slightly problematic;"Level 3 and Level 4 products required; processing and saving big data amounts";"On a website; Through geospatial catalogs (e.g. geoportal)";;Not familiar;Extremely important;Extremely important;Very important;Important;Very important;Extremely important;I don't know;;;I don't know;"Competitive disadvantage (e.g. missing business opportunities); Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition)";;"Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Concerns regarding sensible data (e.g. potential misuse); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
60;Germany;University;;Scientist;;;;Woman;"Agriculture / land degradation; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Federal state / region; Local";;Very important;Important;Very important;Important;Very important;Very important;Important;Very important;Important;Extremely important;;Very problematic;Very problematic;Very problematic;Slightly problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Very important;Very important;Important;Important;Important;Important;No;;;I don’t kn;I don’t kn;;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Germany;Government / public administration;LLUR SH;Other;Research assistant;;;Non-binary / non-conforming;"Forestry; Nature conservation / biodiversity";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Other geospatial data sets";;basic geodata;"Federal state / region; Local";;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Very problematic;Very problematic;Very problematic;Data is provided through various portals in different formats instead of single-access points and standardized;"Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;I don’t kn;;;No, FAIR data is always open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Missing technical solutions (e.g. missing tools to read data).; FAIR data is not necessarily open.";;"Concerns on metadata (e.g. uncomplete, too complex).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Italy;University;Università degli Studi di Firenz;Scientist;;;;Man;"Forestry; Nature conservation / biodiversity";;50 - 60 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Citizen science data; Data from IoT / smart sensors; Other environmental data / information; Other geospatial data sets";;;"Global; Continent; Country; Federal state / region; Local";;Slightly important;Slightly important;Slightly important;Important;Extremely important;Important;Slightly important;Slightly important;Slightly important;Extremely important;;Extremely problematic;Extremely problematic;Not problematic;Slightly problematic;Not problematic;If data are very expensive;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider";;Extremly familar;Slightly important;Important;Important;Important;Slightly important;Important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";Low promotion and acceptance of FAIR as a standard;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing technical solutions (e.g. lack of tools to process data).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Germany;Company;Airbus;Technician;;;;Man;Other;Aerospace/Defence;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Commercial Satellite-based remote sensing data & derived products;;;Global;;Very important;Extremely important;No opinion;Important;Important;Very important;Very important;Important;Important;Slightly important;;Slightly problematic;Problematic;Problematic;Slightly problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Important;Very important;Very important;Very important;Important;Slightly important;Partially;;;Yes, FAIR data is not necessarily open;"Competitive disadvantage (e.g. missing business opportunities); Missing technical solutions (e.g. missing tools); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Concerns regarding sensible data (e.g. potential misuse)";
64;Germany;Government / public administration;Umweltbundesamt;Scientist;;;;Man;"Atmosphere / weather; Climate / carbon; Agriculture / land degradation";;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; In-situ data";;;"Global; Continent; Country";;Extremely important;Extremely important;Important;Important;Very important;Not important;Important;Important;Not important;Slightly important;;Problematic;Slightly problematic;Not problematic;Slightly problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider; Other";BKG as data provider;Slightly familiar;Important;Extremly important;Slightly important;Not important;Not important;Very important;I don’t kn;;;I don’t kn;Concerns about licensing.;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Germany;Government / public administration;Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holst;Other;Dezernatsleiterin Dezernat Landschaftsinformation in Abteilung Naturschutz;;;Woman;Nature conservation / biodiversity;;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"In-situ data; Other environmental data / information";Geofachdaten zu Schutzgebieten und Schutzobjekten (Flora, Fauna) in Schleswig-Holstein, diverse Geofachdaten zu sonstigen Naturschutzthemen in Schleswig-Holstein;;Federal state / region;;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Very problematic;Extremely problematic;Extremely problematic;Very problematic;Very problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Not familiar;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;No opinion;I don't know;;;I don't know;"Missing incentives (e.g. uncertain benefit, lack of recognition); Disagreement on data use (e.g. potential misuse)";;"Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Concerns regarding sensible data (e.g. potential misuse)";
66;Germany;Government / public administration;;Technician;;;;Woman;Forestry;;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;Federal state / region;;Important;Important;Important;Important;Very important;Extremely important;Extremely important;Extremely important;Important;Extremely important;;Very problematic;Very problematic;Very problematic;Problematic;Problematic;No transparent information on accuracies, definition of classes or how the geospatial information was generated. Or informataion is hard to find. Same names of layers, different information - What is difference, how exactly way the layer generated (e.g. tree type classifications, same nomencature but no information how classes are specified.) Information / layers are difficult to compare.;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Germany;Government / public administration;;Technician;;;;Man;"Risk / hazards; Infrastructure / transportation; Energy / mineral resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other environmental data / information";;;"Country; Federal state / region; Local";;Extremely important;Very important;Important;Very important;Extremely important;Important;Extremely important;Important;Very important;Extremely important;;Extremely problematic;Very problematic;Very problematic;Extremely problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Extremly important;Extremly important;Very important;Very important;Extremly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing technical solutions (e.g. lack of tools to process data).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Germany;Company;;Technician;;;;Man;"Atmosphere / weather; Risk / hazards; Coastal marine areas; Water resources";;20 - 30 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner)";;;"Country; Federal state / region; Local";;Extremely important;Important;Very important;Very important;Slightly important;Very important;Extremely important;Slightly important;Very important;Very important;;Slightly problematic;Slightly problematic;Extremely problematic;Very problematic;Very problematic;;"On a website; Through geospatial catalogs (e.g. geoportal); Through commercial data provider";;Familiar;Extremely important;Very important;Important;Very important;Important;Very important;Partially;;;Yes, FAIR data is not necessarily open;"Competitive disadvantage (e.g. missing business opportunities); Missing incentives (e.g. uncertain benefit, lack of recognition); Disagreement on data use (e.g. potential misuse)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Disagreement on data use (e.g. use case is against ethical and moral principles of producer)";
69;Germany;Research institute;GFZ Potsdam;Scientist;;;;Man;"Risk / hazards; Other";Geomechanics;30 - 40 years;a user of geospatial data;In-situ data;;;"Global; Country; Federal state / region; Local";;Very important;Extremely important;Very important;Very important;Extremely important;Not important;Important;Extremely important;Slightly important;Very important;;Extremely problematic;Extremely problematic;Slightly problematic;Slightly problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Other";Publications;Slightly familiar;Slightly important;Important;Slightly important;Slightly important;Slightly important;Very important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Concerns on metadata (e.g. uncomplete, too complex).; Missing technical solutions (e.g. lack of tools to process data).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Germany;Research institute;gfz;Scientist;;;;Woman;Nature conservation / biodiversity;;30 - 40 years;a user of geospatial data;Other environmental data / information;;;Local;;Important;Important;Important;Very important;Very important;Slightly important;Important;Extremely important;Slightly important;Very important;;Problematic;Very problematic;Problematic;Slightly problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Very familiar;Very important;Very important;Important;Important;Important;Very important;No;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";;"Concerns on metadata (e.g. uncomplete, too complex).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
